
----------------------------------------------------------------------------------------------------
Final table
----------------------------------------------------------------------------------------------------

 Cut WH_120 Err, TTH_120 Err, ZH_120 Err, DiBosons Err, EWK Err, DY Err, QCD Err, Data Err,
|JetHistosAfterJetBTag| 0,0385923433 0,0008531977 0,0022233141 0,0002612620 0,0321296630 0,0009954199 0,0022517296 0,0000736577 0,0000108024 0,0000046452 0,0008243140 0,0000134308 0,0000000000 0,0000000000 0,0001084179 0,0000022792 
|JetHistosAfterNumJet| 0,0385923433 0,0008531977 0,0022233141 0,0002612620 0,0321296630 0,0009954199 0,0022517296 0,0000736577 0,0000108024 0,0000046452 0,0008243140 0,0000134308 0,0000000000 0,0000000000 0,0001084179 0,0000022792 
|CompCandHistosBeforeSel| 0,0385923433 0,0008531977 0,0022233141 0,0002612620 0,0321296630 0,0009954199 0,0022517296 0,0000736577 0,0000108024 0,0000046452 0,0008243140 0,0000134308 0,0000000000 0,0000000000 0,0001084179 0,0000022792 
|CompCandHistosAfterSel| 0,0194703903 0,0006006653 0,0010219560 0,0001788020 0,0018177243 0,0002341303 0,0001521508 0,0000201965 0,0000008242 0,0000002098 0,0000000000 0,0000000000 0,0000000000 0,0000000000 0,0000001437 0,0000000830 
|MuonHistosFinal| 0,0194703903 0,0006006653 0,0010219560 0,0001788020 0,0018177243 0,0002341303 0,0001521508 0,0000201965 0,0000008242 0,0000002098 0,0000000000 0,0000000000 0,0000000000 0,0000000000 0,0000001437 0,0000000830 
|EleHistosFinal| 0,0194703903 0,0006006653 0,0010219560 0,0001788020 0,0018177243 0,0002341303 0,0001521508 0,0000201965 0,0000008242 0,0000002098 0,0000000000 0,0000000000 0,0000000000 0,0000000000 0,0000001437 0,0000000830 
|TauHistosFinal| 0,0194703903 0,0006006653 0,0010219560 0,0001788020 0,0018177243 0,0002341303 0,0001521508 0,0000201965 0,0000008242 0,0000002098 0,0000000000 0,0000000000 0,0000000000 0,0000000000 0,0000001437 0,0000000830 
|DiTauHistosFinal| 0,0194703903 0,0006006653 0,0010219560 0,0001788020 0,0018177243 0,0002341303 0,0001521508 0,0000201965 0,0000008242 0,0000002098 0,0000000000 0,0000000000 0,0000000000 0,0000000000 0,0000001437 0,0000000830 

----------------------------------------------------------------------------------------------------
Relative efficiencies
----------------------------------------------------------------------------------------------------

